Tissue/Biosample,Biosample,Assays,Organ/Tissue,Sample Type,Life Stage,Collection,cCREs (.bed),cCREs (.bigBed),DNase Exp. ID,DNase File ID,DNase Z-scores,DNase Signal,ATAC Exp. ID,ATAC File ID,ATAC Z-scores,ATAC Signal,H3K4me3 Exp. ID,H3K4me3 File ID,H3K4me3 Z-scores,H3K4me3 Signal,H3K27ac Exp. ID,H3K27ac File ID,H3K27ac Z-scores,H3K27ac Signal,CTCF Exp. ID,CTCF File ID,CTCF Z-scores,CTCF Signal,ChromHMM States,Has RNA Seq
"Left lung, male embryo (113 days)","Left lung, male embryo (113 days)",DNase,Lung,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF636WJT.bed,https://downloads.wenglab.org/Registry-V4/ENCFF636WJT.bigBed,ENCSR488PHT,ENCFF636WJT,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR488PHT-ENCFF636WJT.tsv,https://www.encodeproject.org/files/ENCFF636WJT/@@download/ENCFF636WJT.bigWig,,,,,,,,,,,,,,,,,,no
"Left lung, male embryo (115 days)","Left lung, male embryo (115 days)",DNase,Lung,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF799EDE.bed,https://downloads.wenglab.org/Registry-V4/ENCFF799EDE.bigBed,ENCSR935EVZ,ENCFF799EDE,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR935EVZ-ENCFF799EDE.tsv,https://www.encodeproject.org/files/ENCFF799EDE/@@download/ENCFF799EDE.bigWig,,,,,,,,,,,,,,,,,,no
"Left lung, male embryo (87 days)","Left lung, male embryo (87 days)",DNase,Lung,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF344YFU.bed,https://downloads.wenglab.org/Registry-V4/ENCFF344YFU.bigBed,ENCSR441OGH,ENCFF344YFU,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR441OGH-ENCFF344YFU.tsv,https://www.encodeproject.org/files/ENCFF344YFU/@@download/ENCFF344YFU.bigWig,,,,,,,,,,,,,,,,,,no
"Left lung, male embryo (91 days)","Left lung, male embryo (91 days)",DNase,Lung,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF100GJM.bed,https://downloads.wenglab.org/Registry-V4/ENCFF100GJM.bigBed,ENCSR510ITB,ENCFF100GJM,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR510ITB-ENCFF100GJM.tsv,https://www.encodeproject.org/files/ENCFF100GJM/@@download/ENCFF100GJM.bigWig,,,,,,,,,,,,,,,,,,no
"Left lung, male embryo (96 days)","Left lung, male embryo (96 days)",DNase,Lung,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF427YCR.bed,https://downloads.wenglab.org/Registry-V4/ENCFF427YCR.bigBed,ENCSR639XWF,ENCFF427YCR,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR639XWF-ENCFF427YCR.tsv,https://www.encodeproject.org/files/ENCFF427YCR/@@download/ENCFF427YCR.bigWig,,,,,,,,,,,,,,,,,,no
"Lower lobe of left lung, female adult (61 years)","Lower lobe of left lung, female adult (61 years)",DNase,Lung,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF162GDL.bed,https://downloads.wenglab.org/Registry-V4/ENCFF162GDL.bigBed,ENCSR537BGX,ENCFF162GDL,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR537BGX-ENCFF162GDL.tsv,https://www.encodeproject.org/files/ENCFF162GDL/@@download/ENCFF162GDL.bigWig,,,,,,,,,,,,,,,,,,yes
"Lower lobe of right lung, male adult (60 years)","Lower lobe of right lung, male adult (60 years)","DNase,ATAC",Lung,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF883DDK.bed,https://downloads.wenglab.org/Registry-V4/ENCFF883DDK.bigBed,ENCSR785JXR,ENCFF883DDK,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR785JXR-ENCFF883DDK.tsv,https://www.encodeproject.org/files/ENCFF883DDK/@@download/ENCFF883DDK.bigWig,ENCSR923VTG,ENCFF538SJJ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR923VTG-ENCFF538SJJ.tsv,https://www.encodeproject.org/files/ENCFF538SJJ/@@download/ENCFF538SJJ.bigWig,,,,,,,,,,,,,https://downloads.wenglab.org/ChIP_ENCSR788WNE-ENCSR837DVF-ENCSR816HJO-ENCSR933MQW-ENCSR930JRJ-ENCSR690AFM.bigBed,yes
"Lung, embryo (101 days)","Lung, embryo (101 days)","DNase,H3K4me3",Lung,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF171RLN_ENCFF939ELA.bed,https://downloads.wenglab.org/Registry-V4/ENCFF171RLN_ENCFF939ELA.bigBed,ENCSR986XLW,ENCFF171RLN,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR986XLW-ENCFF171RLN.tsv,https://www.encodeproject.org/files/ENCFF171RLN/@@download/ENCFF171RLN.bigWig,,,,,ENCSR413WJD,ENCFF939ELA,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR413WJD-ENCFF939ELA.tsv,https://www.encodeproject.org/files/ENCFF939ELA/@@download/ENCFF939ELA.bigWig,,,,,,,,,,no
"Lung, embryo (112 days)","Lung, embryo (112 days)",DNase,Lung,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF631RJC.bed,https://downloads.wenglab.org/Registry-V4/ENCFF631RJC.bigBed,ENCSR006IJP,ENCFF631RJC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR006IJP-ENCFF631RJC.tsv,https://www.encodeproject.org/files/ENCFF631RJC/@@download/ENCFF631RJC.bigWig,,,,,,,,,,,,,,,,,,no
"Lung, embryo (67 days)","Lung, embryo (67 days)",DNase,Lung,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF530FHO.bed,https://downloads.wenglab.org/Registry-V4/ENCFF530FHO.bigBed,ENCSR504KZE,ENCFF530FHO,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR504KZE-ENCFF530FHO.tsv,https://www.encodeproject.org/files/ENCFF530FHO/@@download/ENCFF530FHO.bigWig,,,,,,,,,,,,,,,,,,no
"Lung, embryo (80 days) male embryo (76 days)","Lung, embryo (80 days) male embryo (76 days)",DNase,Lung,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF625DUL.bed,https://downloads.wenglab.org/Registry-V4/ENCFF625DUL.bigBed,ENCSR582IPV,ENCFF625DUL,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR582IPV-ENCFF625DUL.tsv,https://www.encodeproject.org/files/ENCFF625DUL/@@download/ENCFF625DUL.bigWig,,,,,,,,,,,,,,,,,,no
"Lung, female adult (47 years)","Lung, female adult (47 years)","DNase,ATAC",Lung,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF787QGK.bed,https://downloads.wenglab.org/Registry-V4/ENCFF787QGK.bigBed,ENCSR945JJB,ENCFF787QGK,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR945JJB-ENCFF787QGK.tsv,https://www.encodeproject.org/files/ENCFF787QGK/@@download/ENCFF787QGK.bigWig,ENCSR647AOY,ENCFF260QGF,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR647AOY-ENCFF260QGF.tsv,https://www.encodeproject.org/files/ENCFF260QGF/@@download/ENCFF260QGF.bigWig,,,,,,,,,,,,,,yes
"Lung, female embryo (108 days)","Lung, female embryo (108 days)",DNase,Lung,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF754JLV.bed,https://downloads.wenglab.org/Registry-V4/ENCFF754JLV.bigBed,ENCSR482HQE,ENCFF754JLV,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR482HQE-ENCFF754JLV.tsv,https://www.encodeproject.org/files/ENCFF754JLV/@@download/ENCFF754JLV.bigWig,,,,,,,,,,,,,,,,,,no
"Lung, female embryo (120 days)","Lung, female embryo (120 days)","DNase,H3K4me3",Lung,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF411YZS_ENCFF839NZT.bed,https://downloads.wenglab.org/Registry-V4/ENCFF411YZS_ENCFF839NZT.bigBed,ENCSR214XJO,ENCFF411YZS,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR214XJO-ENCFF411YZS.tsv,https://www.encodeproject.org/files/ENCFF411YZS/@@download/ENCFF411YZS.bigWig,,,,,ENCSR936FAH,ENCFF839NZT,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR936FAH-ENCFF839NZT.tsv,https://www.encodeproject.org/files/ENCFF839NZT/@@download/ENCFF839NZT.bigWig,,,,,,,,,,no
"Lung, female embryo (76 days)","Lung, female embryo (76 days)",DNase,Lung,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF445GCD.bed,https://downloads.wenglab.org/Registry-V4/ENCFF445GCD.bigBed,ENCSR141IUS,ENCFF445GCD,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR141IUS-ENCFF445GCD.tsv,https://www.encodeproject.org/files/ENCFF445GCD/@@download/ENCFF445GCD.bigWig,,,,,,,,,,,,,,,,,,no
"Lung, female embryo (85 days)","Lung, female embryo (85 days)",DNase,Lung,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF659ZRM.bed,https://downloads.wenglab.org/Registry-V4/ENCFF659ZRM.bigBed,ENCSR141VGA,ENCFF659ZRM,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR141VGA-ENCFF659ZRM.tsv,https://www.encodeproject.org/files/ENCFF659ZRM/@@download/ENCFF659ZRM.bigWig,,,,,,,,,,,,,,,,,,no
"Lung, female embryo (96 days)","Lung, female embryo (96 days)",DNase,Lung,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF743VYP.bed,https://downloads.wenglab.org/Registry-V4/ENCFF743VYP.bigBed,ENCSR847RSJ,ENCFF743VYP,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR847RSJ-ENCFF743VYP.tsv,https://www.encodeproject.org/files/ENCFF743VYP/@@download/ENCFF743VYP.bigWig,,,,,,,,,,,,,,,,,,no
"Lung, male embryo (103 days)","Lung, male embryo (103 days)",DNase,Lung,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF804QDI.bed,https://downloads.wenglab.org/Registry-V4/ENCFF804QDI.bigBed,ENCSR318WOD,ENCFF804QDI,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR318WOD-ENCFF804QDI.tsv,https://www.encodeproject.org/files/ENCFF804QDI/@@download/ENCFF804QDI.bigWig,,,,,,,,,,,,,,,,,,no
"Lung, male embryo (108 days)","Lung, male embryo (108 days)",DNase,Lung,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF669POI.bed,https://downloads.wenglab.org/Registry-V4/ENCFF669POI.bigBed,ENCSR076YBB,ENCFF669POI,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR076YBB-ENCFF669POI.tsv,https://www.encodeproject.org/files/ENCFF669POI/@@download/ENCFF669POI.bigWig,,,,,,,,,,,,,,,,,,no
"Lung, male embryo (54 days) male embryo (58 days)","Lung, male embryo (54 days) male embryo (58 days)",DNase,Lung,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF403IJQ.bed,https://downloads.wenglab.org/Registry-V4/ENCFF403IJQ.bigBed,ENCSR627NIF,ENCFF403IJQ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR627NIF-ENCFF403IJQ.tsv,https://www.encodeproject.org/files/ENCFF403IJQ/@@download/ENCFF403IJQ.bigWig,,,,,,,,,,,,,,,,,,no
"Lung, male embryo (82 days)","Lung, male embryo (82 days)",DNase,Lung,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF296IXA.bed,https://downloads.wenglab.org/Registry-V4/ENCFF296IXA.bigBed,ENCSR587HPR,ENCFF296IXA,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR587HPR-ENCFF296IXA.tsv,https://www.encodeproject.org/files/ENCFF296IXA/@@download/ENCFF296IXA.bigWig,,,,,,,,,,,,,,,,,,no
NCI-H226,NCI-H226,DNase,Lung,Cell line,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF304BKH.bed,https://downloads.wenglab.org/Registry-V4/ENCFF304BKH.bigBed,ENCSR265TEK,ENCFF304BKH,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR265TEK-ENCFF304BKH.tsv,https://www.encodeproject.org/files/ENCFF304BKH/@@download/ENCFF304BKH.bigWig,,,,,,,,,,,,,,,,,,no
NCI-H460,NCI-H460,DNase,Lung,Cell line,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF227KZN.bed,https://downloads.wenglab.org/Registry-V4/ENCFF227KZN.bigBed,ENCSR000FJH,ENCFF227KZN,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000FJH-ENCFF227KZN.tsv,https://www.encodeproject.org/files/ENCFF227KZN/@@download/ENCFF227KZN.bigWig,,,,,,,,,,,,,,,,,,yes
"Right lung, female embryo (105 days)","Right lung, female embryo (105 days)",DNase,Lung,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF753QJC.bed,https://downloads.wenglab.org/Registry-V4/ENCFF753QJC.bigBed,ENCSR299INS,ENCFF753QJC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR299INS-ENCFF753QJC.tsv,https://www.encodeproject.org/files/ENCFF753QJC/@@download/ENCFF753QJC.bigWig,,,,,,,,,,,,,,,,,,no
"Right lung, female embryo (107 days)","Right lung, female embryo (107 days)",DNase,Lung,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF674YCS.bed,https://downloads.wenglab.org/Registry-V4/ENCFF674YCS.bigBed,ENCSR859KGQ,ENCFF674YCS,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR859KGQ-ENCFF674YCS.tsv,https://www.encodeproject.org/files/ENCFF674YCS/@@download/ENCFF674YCS.bigWig,,,,,,,,,,,,,,,,,,no
"Right lung, female embryo (108 days)","Right lung, female embryo (108 days)",DNase,Lung,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF242TEW.bed,https://downloads.wenglab.org/Registry-V4/ENCFF242TEW.bigBed,ENCSR930AUG,ENCFF242TEW,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR930AUG-ENCFF242TEW.tsv,https://www.encodeproject.org/files/ENCFF242TEW/@@download/ENCFF242TEW.bigWig,,,,,,,,,,,,,,,,,,no
"Right lung, female embryo (110 days)","Right lung, female embryo (110 days)",DNase,Lung,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF520RDT.bed,https://downloads.wenglab.org/Registry-V4/ENCFF520RDT.bigBed,ENCSR441MMO,ENCFF520RDT,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR441MMO-ENCFF520RDT.tsv,https://www.encodeproject.org/files/ENCFF520RDT/@@download/ENCFF520RDT.bigWig,,,,,,,,,,,,,,,,,,no
"Right lung, female embryo (117 days)","Right lung, female embryo (117 days)",DNase,Lung,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF543JQI.bed,https://downloads.wenglab.org/Registry-V4/ENCFF543JQI.bigBed,ENCSR845MEJ,ENCFF543JQI,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR845MEJ-ENCFF543JQI.tsv,https://www.encodeproject.org/files/ENCFF543JQI/@@download/ENCFF543JQI.bigWig,,,,,,,,,,,,,,,,,,no
"Right lung, female embryo (91 days)","Right lung, female embryo (91 days)",DNase,Lung,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF962DKE.bed,https://downloads.wenglab.org/Registry-V4/ENCFF962DKE.bigBed,ENCSR263IGU,ENCFF962DKE,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR263IGU-ENCFF962DKE.tsv,https://www.encodeproject.org/files/ENCFF962DKE/@@download/ENCFF962DKE.bigWig,,,,,,,,,,,,,,,,,,no
"Right lung, female embryo (98 days)","Right lung, female embryo (98 days)",DNase,Lung,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF785AVA.bed,https://downloads.wenglab.org/Registry-V4/ENCFF785AVA.bigBed,ENCSR445XYW,ENCFF785AVA,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR445XYW-ENCFF785AVA.tsv,https://www.encodeproject.org/files/ENCFF785AVA/@@download/ENCFF785AVA.bigWig,,,,,,,,,,,,,,,,,,no
"Right lung, male embryo (105 days)","Right lung, male embryo (105 days)",DNase,Lung,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF880ULX.bed,https://downloads.wenglab.org/Registry-V4/ENCFF880ULX.bigBed,ENCSR846CTA,ENCFF880ULX,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR846CTA-ENCFF880ULX.tsv,https://www.encodeproject.org/files/ENCFF880ULX/@@download/ENCFF880ULX.bigWig,,,,,,,,,,,,,,,,,,no
"Right lung, male embryo (115 days)","Right lung, male embryo (115 days)",DNase,Lung,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF330KCN.bed,https://downloads.wenglab.org/Registry-V4/ENCFF330KCN.bigBed,ENCSR228BOM,ENCFF330KCN,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR228BOM-ENCFF330KCN.tsv,https://www.encodeproject.org/files/ENCFF330KCN/@@download/ENCFF330KCN.bigWig,,,,,,,,,,,,,,,,,,no
"Right lung, male embryo (87 days)","Right lung, male embryo (87 days)",DNase,Lung,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF477QMX.bed,https://downloads.wenglab.org/Registry-V4/ENCFF477QMX.bigBed,ENCSR947VPG,ENCFF477QMX,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR947VPG-ENCFF477QMX.tsv,https://www.encodeproject.org/files/ENCFF477QMX/@@download/ENCFF477QMX.bigWig,,,,,,,,,,,,,,,,,,no
"Right lung, male embryo (96 days)","Right lung, male embryo (96 days)",DNase,Lung,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF621MQK.bed,https://downloads.wenglab.org/Registry-V4/ENCFF621MQK.bigBed,ENCSR964VVW,ENCFF621MQK,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR964VVW-ENCFF621MQK.tsv,https://www.encodeproject.org/files/ENCFF621MQK/@@download/ENCFF621MQK.bigWig,,,,,,,,,,,,,,,,,,no
"Upper lobe of left lung, female adult (61 years)","Upper lobe of left lung, female adult (61 years)",DNase,Lung,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF918MVE.bed,https://downloads.wenglab.org/Registry-V4/ENCFF918MVE.bigBed,ENCSR800ADR,ENCFF918MVE,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR800ADR-ENCFF918MVE.tsv,https://www.encodeproject.org/files/ENCFF918MVE/@@download/ENCFF918MVE.bigWig,,,,,,,,,,,,,,,,,,yes
"Upper lobe of left lung, male adult (60 years)","Upper lobe of left lung, male adult (60 years)",DNase,Lung,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF831NQC.bed,https://downloads.wenglab.org/Registry-V4/ENCFF831NQC.bigBed,ENCSR909YET,ENCFF831NQC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR909YET-ENCFF831NQC.tsv,https://www.encodeproject.org/files/ENCFF831NQC/@@download/ENCFF831NQC.bigWig,,,,,,,,,,,,,,,,,,yes
"Upper lobe of right lung, male adult (60 years)","Upper lobe of right lung, male adult (60 years)","DNase,ATAC",Lung,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF807ZJE.bed,https://downloads.wenglab.org/Registry-V4/ENCFF807ZJE.bigBed,ENCSR357AWH,ENCFF807ZJE,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR357AWH-ENCFF807ZJE.tsv,https://www.encodeproject.org/files/ENCFF807ZJE/@@download/ENCFF807ZJE.bigWig,ENCSR990NNX,ENCFF138FYP,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR990NNX-ENCFF138FYP.tsv,https://www.encodeproject.org/files/ENCFF138FYP/@@download/ENCFF138FYP.bigWig,,,,,,,,,,,,,https://downloads.wenglab.org/ChIP_ENCSR385YCN-ENCSR954JMZ-ENCSR430ZIQ-ENCSR958TSO-ENCSR337LGY-ENCSR439BIB.bigBed,yes
"WI38, stably expressing RAF1","WI38, stably expressing RAF1",DNase,Lung,Cell line,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF545LWE.bed,https://downloads.wenglab.org/Registry-V4/ENCFF545LWE.bigBed,ENCSR000EQN,ENCFF545LWE,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000EQN-ENCFF545LWE.tsv,https://www.encodeproject.org/files/ENCFF545LWE/@@download/ENCFF545LWE.bigWig,,,,,,,,,,,,,,,,,,no
"WI38, treated with 20.0 nM afimoxifene for 72.0 hours stably expressing RAF1","WI38, treated with 20.0 nM afimoxifene for 72.0 hours stably expressing RAF1","DNase,H3K4me3",Lung,Cell line,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF682AUG_ENCFF791BNP.bed,https://downloads.wenglab.org/Registry-V4/ENCFF682AUG_ENCFF791BNP.bigBed,ENCSR000EQM,ENCFF682AUG,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000EQM-ENCFF682AUG.tsv,https://www.encodeproject.org/files/ENCFF682AUG/@@download/ENCFF682AUG.bigWig,,,,,ENCSR000DXY,ENCFF791BNP,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000DXY-ENCFF791BNP.tsv,https://www.encodeproject.org/files/ENCFF791BNP/@@download/ENCFF791BNP.bigWig,,,,,,,,,,no
"A549, treated with 0.02 percent ethanol for 1 hour","A549, treated with 0.02 percent ethanol for 1 hour","H3K4me3,H3K27ac,CTCF",Lung,Cell line,Adult,Ancillary,https://downloads.wenglab.org/Registry-V4/ENCFF068LDW_ENCFF367MFD_ENCFF334OFY.bed,https://downloads.wenglab.org/Registry-V4/ENCFF068LDW_ENCFF367MFD_ENCFF334OFY.bigBed,,,,,,,,,ENCSR000ASH,ENCFF068LDW,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000ASH-ENCFF068LDW.tsv,https://www.encodeproject.org/files/ENCFF068LDW/@@download/ENCFF068LDW.bigWig,ENCSR000AUI,ENCFF367MFD,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000AUI-ENCFF367MFD.tsv,https://www.encodeproject.org/files/ENCFF367MFD/@@download/ENCFF367MFD.bigWig,ENCSR000AUF,ENCFF334OFY,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000AUF-ENCFF334OFY.tsv,https://www.encodeproject.org/files/ENCFF334OFY/@@download/ENCFF334OFY.bigWig,,no
"A549, treated with 100 nM dexamethasone (agonist) for 1 hour","A549, treated with 100 nM dexamethasone (agonist) for 1 hour","H3K4me3,H3K27ac,CTCF",Lung,Cell line,Adult,Ancillary,https://downloads.wenglab.org/Registry-V4/ENCFF187ZQM_ENCFF017BOZ_ENCFF951ZXL.bed,https://downloads.wenglab.org/Registry-V4/ENCFF187ZQM_ENCFF017BOZ_ENCFF951ZXL.bigBed,,,,,,,,,ENCSR000AST,ENCFF187ZQM,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000AST-ENCFF187ZQM.tsv,https://www.encodeproject.org/files/ENCFF187ZQM/@@download/ENCFF187ZQM.bigWig,ENCSR000AVF,ENCFF017BOZ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000AVF-ENCFF017BOZ.tsv,https://www.encodeproject.org/files/ENCFF017BOZ/@@download/ENCFF017BOZ.bigWig,ENCSR000BHV,ENCFF951ZXL,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000BHV-ENCFF951ZXL.tsv,https://www.encodeproject.org/files/ENCFF951ZXL/@@download/ENCFF951ZXL.bigWig,,no
"Fibroblast of lung, female child (11 years) male adult (45 years)","Fibroblast of lung, female child (11 years) male adult (45 years)",H3K4me3,Lung,Primary cell,Adult,Ancillary,https://downloads.wenglab.org/Registry-V4/ENCFF626WSE.bed,https://downloads.wenglab.org/Registry-V4/ENCFF626WSE.bigBed,,,,,,,,,ENCSR915QOL,ENCFF626WSE,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR915QOL-ENCFF626WSE.tsv,https://www.encodeproject.org/files/ENCFF626WSE/@@download/ENCFF626WSE.bigWig,,,,,,,,,https://downloads.wenglab.org/ChIP_ENCSR915QOL-ENCSR000AMR-ENCSR000AMU-ENCSR000AMT-ENCSR000AMS-ENCSR000ARQ.bigBed,no
"Fibroblast of lung, male adult (45 years) female child (11 years)","Fibroblast of lung, male adult (45 years) female child (11 years)","H3K4me3,H3K27ac,CTCF",Lung,Primary cell,Adult,Ancillary,https://downloads.wenglab.org/Registry-V4/ENCFF883BDY_ENCFF734YQE_ENCFF616VTY.bed,https://downloads.wenglab.org/Registry-V4/ENCFF883BDY_ENCFF734YQE_ENCFF616VTY.bigBed,,,,,,,,,ENCSR000AMW,ENCFF883BDY,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000AMW-ENCFF883BDY.tsv,https://www.encodeproject.org/files/ENCFF883BDY/@@download/ENCFF883BDY.bigWig,ENCSR000AMR,ENCFF734YQE,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000AMR-ENCFF734YQE.tsv,https://www.encodeproject.org/files/ENCFF734YQE/@@download/ENCFF734YQE.bigWig,ENCSR000ANO,ENCFF616VTY,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000ANO-ENCFF616VTY.tsv,https://www.encodeproject.org/files/ENCFF616VTY/@@download/ENCFF616VTY.bigWig,,no
"IMR-90,  nuclear fraction","IMR-90,  nuclear fraction",ATAC,Lung,Cell line,Adult,Ancillary,,,,,,,ENCSR200OML,ENCFF282RNO,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR200OML-ENCFF282RNO.tsv,https://www.encodeproject.org/files/ENCFF282RNO/@@download/ENCFF282RNO.bigWig,,,,,,,,,,,,,,no
"Lower lobe of right lung, female adult (65 years)","Lower lobe of right lung, female adult (65 years)",ATAC,Lung,Tissue,Adult,Ancillary,,,,,,,ENCSR948MQC,ENCFF634JAM,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR948MQC-ENCFF634JAM.tsv,https://www.encodeproject.org/files/ENCFF634JAM/@@download/ENCFF634JAM.bigWig,,,,,,,,,,,,,,no
