Tissue/Biosample,Biosample,Assays,Organ/Tissue,Sample Type,Life Stage,Collection,cCREs (.bed),cCREs (.bigBed),DNase Exp. ID,DNase File ID,DNase Z-scores,DNase Signal,ATAC Exp. ID,ATAC File ID,ATAC Z-scores,ATAC Signal,H3K4me3 Exp. ID,H3K4me3 File ID,H3K4me3 Z-scores,H3K4me3 Signal,H3K27ac Exp. ID,H3K27ac File ID,H3K27ac Z-scores,H3K27ac Signal,CTCF Exp. ID,CTCF File ID,CTCF Z-scores,CTCF Signal,ChromHMM States,Has RNA Seq
"Cerebellum, male adult (2 months) strain B6NCrl C57BL/6","Cerebellum, male adult (2 months) strain B6NCrl C57BL/6","DNase,H3K4me3,H3K27ac,CTCF",Brain,Tissue,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF265EIS_ENCFF288SAJ_ENCFF645OJK_ENCFF087SVX.bed,https://downloads.wenglab.org/Registry-V4/ENCFF265EIS_ENCFF288SAJ_ENCFF645OJK_ENCFF087SVX.bigBed,ENCSR000CMO,ENCFF265EIS,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000CMO-ENCFF265EIS.tsv,,,,,,ENCSR000CAK,ENCFF288SAJ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000CAK-ENCFF288SAJ.tsv,,ENCSR000CDC,ENCFF645OJK,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000CDC-ENCFF645OJK.tsv,,ENCSR000CBN,ENCFF087SVX,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000CBN-ENCFF087SVX.tsv,,,no
"Forebrain, mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6","Forebrain, mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6","DNase,ATAC,H3K4me3,H3K27ac,CTCF",Brain,Tissue,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF727CYI_ENCFF050AHA_ENCFF422JMO_ENCFF247XHY.bed,https://downloads.wenglab.org/Registry-V4/ENCFF727CYI_ENCFF050AHA_ENCFF422JMO_ENCFF247XHY.bigBed,ENCSR791AJY,ENCFF727CYI,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR791AJY-ENCFF727CYI.tsv,,ENCSR310MLB,ENCFF196JTB,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR310MLB-ENCFF196JTB.tsv,,ENCSR258YWW,ENCFF050AHA,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR258YWW-ENCFF050AHA.tsv,,ENCSR094TTT,ENCFF422JMO,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR094TTT-ENCFF422JMO.tsv,,ENCSR677HXC,ENCFF247XHY,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR677HXC-ENCFF247XHY.tsv,,https://downloads.wenglab.org/Registry-V4/ENCFF850ZVL.bigBed,yes
"Hindbrain, mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6","Hindbrain, mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6","DNase,ATAC,H3K4me3,H3K27ac,CTCF",Brain,Tissue,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF822FDB_ENCFF615BKA_ENCFF683GNP_ENCFF494FQV.bed,https://downloads.wenglab.org/Registry-V4/ENCFF822FDB_ENCFF615BKA_ENCFF683GNP_ENCFF494FQV.bigBed,ENCSR469VGZ,ENCFF822FDB,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR469VGZ-ENCFF822FDB.tsv,,ENCSR312LQX,ENCFF018PKE,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR312LQX-ENCFF018PKE.tsv,,ENCSR472YGQ,ENCFF615BKA,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR472YGQ-ENCFF615BKA.tsv,,ENCSR332JYZ,ENCFF683GNP,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR332JYZ-ENCFF683GNP.tsv,,ENCSR150RGT,ENCFF494FQV,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR150RGT-ENCFF494FQV.tsv,,https://downloads.wenglab.org/Registry-V4/ENCFF540DJW.bigBed,yes
"Midbrain, mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6","Midbrain, mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6","DNase,ATAC,H3K4me3,H3K27ac,CTCF",Brain,Tissue,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF325FZS_ENCFF396LHC_ENCFF010WPI_ENCFF196GIY.bed,https://downloads.wenglab.org/Registry-V4/ENCFF325FZS_ENCFF396LHC_ENCFF010WPI_ENCFF196GIY.bigBed,ENCSR767AJS,ENCFF325FZS,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR767AJS-ENCFF325FZS.tsv,,ENCSR211OCS,ENCFF061DGJ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR211OCS-ENCFF061DGJ.tsv,,ENCSR427ZJU,ENCFF396LHC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR427ZJU-ENCFF396LHC.tsv,,ENCSR672ZXY,ENCFF010WPI,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR672ZXY-ENCFF010WPI.tsv,,ENCSR985ZTV,ENCFF196GIY,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR985ZTV-ENCFF196GIY.tsv,,https://downloads.wenglab.org/Registry-V4/ENCFF911MZE.bigBed,yes
"Cerebellum, female postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Cerebellum, female postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF221PTY.bed,https://downloads.wenglab.org/Registry-V4/ENCFF221PTY.bigBed,ENCSR641YOC,ENCFF221PTY,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR641YOC-ENCFF221PTY.tsv,,,,,,,,,,,,,,,,,,,no
"Cerebellum, female postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Cerebellum, female postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF734YTY.bed,https://downloads.wenglab.org/Registry-V4/ENCFF734YTY.bigBed,ENCSR197ZAV,ENCFF734YTY,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR197ZAV-ENCFF734YTY.tsv,,,,,,,,,,,,,,,,,,,no
"Cerebellum, female postnatal (25 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Cerebellum, female postnatal (25 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF521KYE.bed,https://downloads.wenglab.org/Registry-V4/ENCFF521KYE.bigBed,ENCSR240XYH,ENCFF521KYE,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR240XYH-ENCFF521KYE.tsv,,,,,,,,,,,,,,,,,,,no
"Cerebellum, female adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Cerebellum, female adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF205DHD.bed,https://downloads.wenglab.org/Registry-V4/ENCFF205DHD.bigBed,ENCSR361FXJ,ENCFF205DHD,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR361FXJ-ENCFF205DHD.tsv,,,,,,,,,,,,,,,,,,,no
"Cerebellum, female postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Cerebellum, female postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF710SIX.bed,https://downloads.wenglab.org/Registry-V4/ENCFF710SIX.bigBed,ENCSR176CFX,ENCFF710SIX,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR176CFX-ENCFF710SIX.tsv,,,,,,,,,,,,,,,,,,,no
"Cerebellum, female adult (18-20 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Cerebellum, female adult (18-20 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF465BSQ.bed,https://downloads.wenglab.org/Registry-V4/ENCFF465BSQ.bigBed,ENCSR097IUF,ENCFF465BSQ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR097IUF-ENCFF465BSQ.tsv,,,,,,,,,,,,,,,,,,,no
"Cerebellum, male postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Cerebellum, male postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF432JFC.bed,https://downloads.wenglab.org/Registry-V4/ENCFF432JFC.bigBed,ENCSR594HUH,ENCFF432JFC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR594HUH-ENCFF432JFC.tsv,,,,,,,,,,,,,,,,,,,no
"Cerebellum, male postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Cerebellum, male postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF232ORL.bed,https://downloads.wenglab.org/Registry-V4/ENCFF232ORL.bigBed,ENCSR026MFT,ENCFF232ORL,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR026MFT-ENCFF232ORL.tsv,,,,,,,,,,,,,,,,,,,no
"Cerebellum, male postnatal (25 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Cerebellum, male postnatal (25 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF361WZX.bed,https://downloads.wenglab.org/Registry-V4/ENCFF361WZX.bigBed,ENCSR678NQS,ENCFF361WZX,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR678NQS-ENCFF361WZX.tsv,,,,,,,,,,,,,,,,,,,no
"Cerebellum, male adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Cerebellum, male adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF771NHC.bed,https://downloads.wenglab.org/Registry-V4/ENCFF771NHC.bigBed,ENCSR448KDU,ENCFF771NHC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR448KDU-ENCFF771NHC.tsv,,,,,,,,,,,,,,,,,,,no
"Cerebellum, male postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Cerebellum, male postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF708JHB.bed,https://downloads.wenglab.org/Registry-V4/ENCFF708JHB.bigBed,ENCSR913LCG,ENCFF708JHB,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR913LCG-ENCFF708JHB.tsv,,,,,,,,,,,,,,,,,,,no
"Cerebellum, male adult (18-20 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Cerebellum, male adult (18-20 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF889HRS.bed,https://downloads.wenglab.org/Registry-V4/ENCFF889HRS.bigBed,ENCSR414VXP,ENCFF889HRS,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR414VXP-ENCFF889HRS.tsv,,,,,,,,,,,,,,,,,,,no
"Frontal cortex, female postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Frontal cortex, female postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF364XCA.bed,https://downloads.wenglab.org/Registry-V4/ENCFF364XCA.bigBed,ENCSR687OIL,ENCFF364XCA,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR687OIL-ENCFF364XCA.tsv,,,,,,,,,,,,,,,,,,,no
"Frontal cortex, female postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Frontal cortex, female postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF106XAF.bed,https://downloads.wenglab.org/Registry-V4/ENCFF106XAF.bigBed,ENCSR611CEJ,ENCFF106XAF,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR611CEJ-ENCFF106XAF.tsv,,,,,,,,,,,,,,,,,,,no
"Frontal cortex, female postnatal (25 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Frontal cortex, female postnatal (25 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF625VYF.bed,https://downloads.wenglab.org/Registry-V4/ENCFF625VYF.bigBed,ENCSR338GYD,ENCFF625VYF,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR338GYD-ENCFF625VYF.tsv,,,,,,,,,,,,,,,,,,,no
"Frontal cortex, female adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Frontal cortex, female adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF228XUA.bed,https://downloads.wenglab.org/Registry-V4/ENCFF228XUA.bigBed,ENCSR280ZEI,ENCFF228XUA,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR280ZEI-ENCFF228XUA.tsv,,,,,,,,,,,,,,,,,,,no
"Frontal cortex, female postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Frontal cortex, female postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF885YRD.bed,https://downloads.wenglab.org/Registry-V4/ENCFF885YRD.bigBed,ENCSR391LJN,ENCFF885YRD,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR391LJN-ENCFF885YRD.tsv,,,,,,,,,,,,,,,,,,,no
"Frontal cortex, male postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Frontal cortex, male postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF269NBM.bed,https://downloads.wenglab.org/Registry-V4/ENCFF269NBM.bigBed,ENCSR061TLH,ENCFF269NBM,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR061TLH-ENCFF269NBM.tsv,,,,,,,,,,,,,,,,,,,no
"Frontal cortex, male postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Frontal cortex, male postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF429NNY.bed,https://downloads.wenglab.org/Registry-V4/ENCFF429NNY.bigBed,ENCSR356UVK,ENCFF429NNY,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR356UVK-ENCFF429NNY.tsv,,,,,,,,,,,,,,,,,,,no
"Frontal cortex, male postnatal (25 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Frontal cortex, male postnatal (25 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF489OEG.bed,https://downloads.wenglab.org/Registry-V4/ENCFF489OEG.bigBed,ENCSR671GNH,ENCFF489OEG,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR671GNH-ENCFF489OEG.tsv,,,,,,,,,,,,,,,,,,,no
"Frontal cortex, male adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Frontal cortex, male adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF730MUU.bed,https://downloads.wenglab.org/Registry-V4/ENCFF730MUU.bigBed,ENCSR325RZJ,ENCFF730MUU,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR325RZJ-ENCFF730MUU.tsv,,,,,,,,,,,,,,,,,,,no
"Frontal cortex, male postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Frontal cortex, male postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF212IGR.bed,https://downloads.wenglab.org/Registry-V4/ENCFF212IGR.bigBed,ENCSR193OYD,ENCFF212IGR,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR193OYD-ENCFF212IGR.tsv,,,,,,,,,,,,,,,,,,,no
"Layer of hippocampus, female postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Layer of hippocampus, female postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF714FKH.bed,https://downloads.wenglab.org/Registry-V4/ENCFF714FKH.bigBed,ENCSR424JJO,ENCFF714FKH,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR424JJO-ENCFF714FKH.tsv,,,,,,,,,,,,,,,,,,,no
"Layer of hippocampus, female postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Layer of hippocampus, female postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF850NQH.bed,https://downloads.wenglab.org/Registry-V4/ENCFF850NQH.bigBed,ENCSR247PTA,ENCFF850NQH,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR247PTA-ENCFF850NQH.tsv,,,,,,,,,,,,,,,,,,,no
"Layer of hippocampus, female adult (18-20 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Layer of hippocampus, female adult (18-20 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF593IJO.bed,https://downloads.wenglab.org/Registry-V4/ENCFF593IJO.bigBed,ENCSR648GZU,ENCFF593IJO,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR648GZU-ENCFF593IJO.tsv,,,,,,,,,,,,,,,,,,,no
"Layer of hippocampus, female postnatal (25 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Layer of hippocampus, female postnatal (25 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF398ALB.bed,https://downloads.wenglab.org/Registry-V4/ENCFF398ALB.bigBed,ENCSR348NWY,ENCFF398ALB,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR348NWY-ENCFF398ALB.tsv,,,,,,,,,,,,,,,,,,,no
"Layer of hippocampus, female adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Layer of hippocampus, female adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF489NWA.bed,https://downloads.wenglab.org/Registry-V4/ENCFF489NWA.bigBed,ENCSR544UYQ,ENCFF489NWA,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR544UYQ-ENCFF489NWA.tsv,,,,,,,,,,,,,,,,,,,no
"Layer of hippocampus, female postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Layer of hippocampus, female postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF931ZAD.bed,https://downloads.wenglab.org/Registry-V4/ENCFF931ZAD.bigBed,ENCSR254KUF,ENCFF931ZAD,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR254KUF-ENCFF931ZAD.tsv,,,,,,,,,,,,,,,,,,,no
"Layer of hippocampus, male postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Layer of hippocampus, male postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF923LCJ.bed,https://downloads.wenglab.org/Registry-V4/ENCFF923LCJ.bigBed,ENCSR688XLI,ENCFF923LCJ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR688XLI-ENCFF923LCJ.tsv,,,,,,,,,,,,,,,,,,,no
"Layer of hippocampus, male postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Layer of hippocampus, male postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF725DDG.bed,https://downloads.wenglab.org/Registry-V4/ENCFF725DDG.bigBed,ENCSR503JJC,ENCFF725DDG,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR503JJC-ENCFF725DDG.tsv,,,,,,,,,,,,,,,,,,,no
"Layer of hippocampus, male adult (18-20 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Layer of hippocampus, male adult (18-20 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF293ADN.bed,https://downloads.wenglab.org/Registry-V4/ENCFF293ADN.bigBed,ENCSR385DQL,ENCFF293ADN,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR385DQL-ENCFF293ADN.tsv,,,,,,,,,,,,,,,,,,,no
"Layer of hippocampus, male postnatal (25 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Layer of hippocampus, male postnatal (25 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF027SZX.bed,https://downloads.wenglab.org/Registry-V4/ENCFF027SZX.bigBed,ENCSR235KWU,ENCFF027SZX,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR235KWU-ENCFF027SZX.tsv,,,,,,,,,,,,,,,,,,,no
"Layer of hippocampus, male adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Layer of hippocampus, male adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF025FEU.bed,https://downloads.wenglab.org/Registry-V4/ENCFF025FEU.bigBed,ENCSR270DJQ,ENCFF025FEU,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR270DJQ-ENCFF025FEU.tsv,,,,,,,,,,,,,,,,,,,no
"Layer of hippocampus, male postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Layer of hippocampus, male postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF738ENC.bed,https://downloads.wenglab.org/Registry-V4/ENCFF738ENC.bigBed,ENCSR459CXJ,ENCFF738ENC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR459CXJ-ENCFF738ENC.tsv,,,,,,,,,,,,,,,,,,,no
"Left cerebral cortex, female postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Left cerebral cortex, female postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF863EKT.bed,https://downloads.wenglab.org/Registry-V4/ENCFF863EKT.bigBed,ENCSR282IXW,ENCFF863EKT,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR282IXW-ENCFF863EKT.tsv,,,,,,,,,,,,,,,,,,,no
"Left cerebral cortex, female postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Left cerebral cortex, female postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF758TTR.bed,https://downloads.wenglab.org/Registry-V4/ENCFF758TTR.bigBed,ENCSR357REQ,ENCFF758TTR,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR357REQ-ENCFF758TTR.tsv,,,,,,,,,,,,,,,,,,,no
"Left cerebral cortex, female postnatal (25 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Left cerebral cortex, female postnatal (25 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF280VXS.bed,https://downloads.wenglab.org/Registry-V4/ENCFF280VXS.bigBed,ENCSR559CFZ,ENCFF280VXS,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR559CFZ-ENCFF280VXS.tsv,,,,,,,,,,,,,,,,,,,no
"Left cerebral cortex, female adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Left cerebral cortex, female adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF352LDG.bed,https://downloads.wenglab.org/Registry-V4/ENCFF352LDG.bigBed,ENCSR883RWB,ENCFF352LDG,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR883RWB-ENCFF352LDG.tsv,,,,,,,,,,,,,,,,,,,no
"Left cerebral cortex, female postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Left cerebral cortex, female postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF563PXT.bed,https://downloads.wenglab.org/Registry-V4/ENCFF563PXT.bigBed,ENCSR552BOB,ENCFF563PXT,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR552BOB-ENCFF563PXT.tsv,,,,,,,,,,,,,,,,,,,no
